allocation_mode,bandwidth_gbps,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,gain_vs_lru,history_size,lru_stall_ms_per_input_token,num_experts,num_layers,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,saved_ms_per_input_token_vs_lru,score_mode,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,suite,total_budget_fraction,total_cache_bytes,total_cache_slots,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,variant,waste_bytes,waste_bytes_per_input_token,window_size,workload_weighted_miss_rate,wrec_c_candidates_per_layer,wrec_c_max_slots_per_layer,wrec_c_min_slots_per_layer,wrec_c_overlap_ms,wrec_c_replan_interval,wrec_contention_penalty,wrec_cross_layer_weight,wrec_history_size,wrec_recent_weight,wrec_request_weight
uniform_per_layer,41.37220609315469,0.30709359758252636,278045,627363,627363,221033495789568.0,352321536.0,0.0,8,377.6461481670529,8,32,lru,0,0,0.0,0,0.0,full,5342560.058119297,377.6461481670529,11.801442130220403,ablation,0.25,22548578304.0,64,905408,221033495789568.0,15624054272.25334,488251696.00791687,lru_baseline,0.0,0.0,0,0.6929064024174737,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.4499109793595815,407353,498055,498055,175475502612480.0,352321536.0,0.0,8,299.80816899520937,8,32,lru,0,0,0.0,0,0.0,full,4241386.166775227,299.80816899520937,9.369005281100293,ablation,0.375,33822867456.0,96,905408,175475502612480.0,12403725356.081148,387616417.3775359,lru_baseline,0.0,0.0,0,0.5500890206404184,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.5810485438608892,526086,379322,379322,133643309678592.0,352321536.0,0.0,8,228.3358951914965,8,32,lru,0,0,0.0,0,0.0,full,3230267.909274101,228.3358951914965,7.135496724734265,ablation,0.5,45097156608.0,128,905408,133643309678592.0,9446759714.32756,295211241.07273626,lru_baseline,0.0,0.0,0,0.4189514561391108,,,,,,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.8163181681628614,739101,166307,166307,58593537687552.0,352321536.0,0.734911048308555,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,277.53632663913675,full,1416253.6451554296,100.10982152791614,3.1284319227473794,ablation,0.25,22548578304.0,64,905408,58593537687552.0,4141764168.2018805,129430130.25630876,full_wrec_h2,0.0,0.0,0,0.18368183183713863,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8843791970028981,800724,104684,104684,36882427674624.0,352321536.0,0.7898143779301483,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,236.79280249332805,full,891478.3899021148,63.0153665018813,1.9692302031837907,ablation,0.375,33822867456.0,96,905408,36882427674624.0,2607084729.951509,81471397.81098466,full_wrec_h2,0.0,0.0,0,0.11562080299710185,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.9200791245493745,833047,72361,72361,25494338666496.0,352321536.0,0.8092359525680028,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,184.77761565075832,full,616218.9806628227,43.558279540738155,1.3611962356480674,ablation,0.5,45097156608.0,128,905408,25494338666496.0,1802102118.222662,56315691.19445819,full_wrec_h2,0.0,0.0,0,0.07992087545062558,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.5391458878207394,488147,417261,417261,147010036432896.0,352321536.0,0.3348970213417114,8,377.6461481670529,8,32,wrec_h,0,0,0.0,0,126.47257014231661,full,3553352.608315944,251.1735780247363,7.849174313273009,ablation,0.25,22548578304.0,64,905408,147010036432896.0,10391605035.194458,324737657.3498268,wrec_h_recent_only,0.0,0.0,0,0.46085411217926064,0,0,0,0.0,0,0.0,0.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.6787393086873542,614536,290872,290872,102480469819392.0,352321536.0,0.415984178454187,8,299.80816899520937,8,32,wrec_h,0,0,0.0,0,124.71545487332622,full,2477036.626682281,175.09271412188315,5.471647316308848,ablation,0.375,33822867456.0,96,905408,102480469819392.0,7243971854.060367,226374120.43938646,wrec_h_recent_only,0.0,0.0,0,0.3212606913126458,0,0,0,0.0,0,0.0,0.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.8133382961051813,736403,169005,169005,59544101191680.0,352321536.0,0.5544550540174311,8,228.3358951914965,8,32,wrec_h,0,0,0.0,0,126.60199110251968,full,1439229.541146755,101.73390408897681,3.1791845027805254,ablation,0.5,45097156608.0,128,905408,59544101191680.0,4208956046.630381,131529876.45719941,wrec_h_recent_only,0.0,0.0,0,0.18666170389481868,0,0,0,0.0,0,0.0,0.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.8166185852124125,739373,166035,166035,58497706229760.0,352321536.0,0.7353446091019076,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,277.7000592027426,no_workload,1413937.320578098,99.94608896431032,3.1233152801346975,ablation,0.25,22548578304.0,64,905408,58497706229760.0,4134990190.83622,129218443.46363187,no_workload_term,0.0,0.0,0,0.1833814147875875,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8846376440234679,800958,104450,104450,36799984435200.0,352321536.0,0.790284205559627,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,236.93366065466543,no_workload,889485.6694936751,62.87450834054394,1.9648283856419981,ablation,0.375,33822867456.0,96,905408,36799984435200.0,2601257117.070757,81289284.90846115,no_workload_term,0.0,0.0,0,0.11536235597653213,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.919973095002474,832951,72457,72457,25528161533952.0,352321536.0,0.8089828694354664,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,184.71982768713275,no_workload,617036.5069842337,43.616067504363734,1.3630021095113667,ablation,0.5,45097156608.0,128,905408,25528161533952.0,1804492933.7634835,56390404.18010886,no_workload_term,0.0,0.0,0,0.08002690499752597,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8163181681628614,739101,166307,166307,58593537687552.0,352321536.0,0.734911048308555,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,277.53632663913675,no_transfer,1416253.6451554296,100.10982152791614,3.1284319227473794,ablation,0.25,22548578304.0,64,905408,58593537687552.0,4141764168.2018805,129430130.25630876,no_transfer_term,0.0,0.0,0,0.18368183183713863,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8843791970028981,800724,104684,104684,36882427674624.0,352321536.0,0.7898143779301483,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,236.79280249332805,no_transfer,891478.3899021148,63.0153665018813,1.9692302031837907,ablation,0.375,33822867456.0,96,905408,36882427674624.0,2607084729.951509,81471397.81098466,no_transfer_term,0.0,0.0,0,0.11562080299710185,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.9200791245493745,833047,72361,72361,25494338666496.0,352321536.0,0.8092359525680028,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,184.77761565075832,no_transfer,616218.9806628227,43.558279540738155,1.3611962356480674,ablation,0.5,45097156608.0,128,905408,25494338666496.0,1802102118.222662,56315691.19445819,no_transfer_term,0.0,0.0,0,0.07992087545062558,0,0,0,0.0,0,0.0,1024.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8366659008977169,757524,147884,147884,52102718029824.0,352321536.0,0.7642768221906617,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,288.62619803365897,full,1259365.2345371244,89.01995013339396,2.7818734416685613,ablation,0.25,22548578304.0,64,905408,52102718029824.0,3682951723.3211284,115092241.35378526,no_recent_signal,0.0,0.0,0,0.16333409910228316,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
global_wrec_adaptive,41.37220609315469,0.892005593058599,807629,97779,97779,34449647468544.0,352321536.0,0.8036783086205339,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,240.94932216868906,full,832676.1060547828,58.858846826520306,1.8393389633287596,ablation,0.375,33822867456.0,96,905408,34449647468544.0,2435120341.3122215,76097510.66600692,no_recent_signal,0.0,0.0,0,0.107994406941401,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
global_wrec_adaptive,41.37220609315469,0.9220804322471196,834859,70549,70549,24855932043264.0,352321536.0,0.814012896694629,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,185.86836346419125,full,600788.1713461875,42.46753172730526,1.3271103664782893,ablation,0.5,45097156608.0,128,905408,24855932043264.0,1756975474.8896587,54905483.590301834,no_recent_signal,0.0,0.0,0,0.07791956775288048,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8031892804128083,727214,178194,178194,62781583785984.0,352321536.0,0.7159634852549481,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,270.38085243478974,full,1517482.1387243269,107.26529573226316,3.3520404916332236,ablation,0.25,22548578304.0,64,905408,62781583785984.0,4437801921.678377,138681310.0524493,no_request_signal,0.0,0.0,0,0.19681071958719162,0,0,0,0.0,0,0.0,1024.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.8851954036191418,801463,103945,103945,36622062059520.0,352321536.0,0.7912981498027326,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,237.23764942165417,full,885185.1404070853,62.570519573555195,1.9553287366735999,ablation,0.375,33822867456.0,96,905408,36622062059520.0,2588680431.1528945,80896263.47352795,no_request_signal,0.0,0.0,0,0.11480459638085813,0,0,0,0.0,0,0.0,1024.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.9262122711528946,838600,66808,66808,23537897177088.0,352321536.0,0.8238752300156595,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,188.1202881717257,full,568930.1925086975,40.2156070197708,1.2567377193678375,ablation,0.5,45097156608.0,128,905408,23537897177088.0,1663808381.7832756,51994011.93072736,no_request_signal,0.0,0.0,0,0.0737877288471054,0,0,0,0.0,0,0.0,1024.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.7498630451685869,678932,226476,226476,79792372187136.0,352321536.0,0.6390032564878707,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,241.31711847884773,full,1928646.7829990385,136.32902968820517,4.2602821777564115,ablation,0.25,22548578304.0,64,905408,79792372187136.0,5640232712.740228,176257272.27313212,no_cross_layer_signal,0.0,0.0,0,0.250136954831413,0,0,0,0.0,0,0.0,0.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8331139110765533,754308,151100,151100,53235784089600.0,352321536.0,0.6966198512212508,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,208.85232208035836,full,1286752.3663043974,90.95584691485102,2.8423702160890945,ablation,0.375,33822867456.0,96,905408,53235784089600.0,3763044043.9386444,117595126.37308264,no_cross_layer_signal,0.0,0.0,0,0.16688608892344667,0,0,0,0.0,0,0.0,0.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8829732010320209,799451,105957,105957,37330932989952.0,352321536.0,0.7206674013107598,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,164.55423621362178,full,902319.1295599936,63.78165897787472,1.993176843058585,ablation,0.5,45097156608.0,128,905408,37330932989952.0,2638787940.1959424,82462123.1311232,no_cross_layer_signal,0.0,0.0,0,0.11702679896797907,0,0,0,0.0,0,0.0,0.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.3106676768926274,281281,624127,624127,219893383299072.0,352321536.0,0.005158098262090878,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,1.94793594054579,full,5315002.608368396,375.6982122265071,11.740569132078347,ablation,0.25,22548578304.0,64,905408,219893383299072.0,15543463865.06482,485733245.7832756,train_window_only,0.0,0.0,0,0.6893323231073726,0,0,0,0.0,0,0.0,0.0,8,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.44467024810913974,402608,502800,502800,177147268300800.0,352321536.0,-0.009527060264428261,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,-2.8562904937852522,full,4281794.108390807,302.6644594889946,9.458264359031082,ablation,0.375,33822867456.0,96,905408,177147268300800.0,12521896395.051954,391309262.3453736,train_window_only,0.0,0.0,0,0.5553297518908602,0,0,0,0.0,0,0.0,0.0,8,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.5712286615536863,517195,388213,388213,136775800455168.0,352321536.0,-0.023439188868560206,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,-5.352008172865254,full,3305982.7688956256,233.68790336436174,7.3027469801363045,ablation,0.5,45097156608.0,128,905408,136775800455168.0,9668184099.46759,302130753.1083622,train_window_only,0.0,0.0,0,0.4287713384463137,0,0,0,0.0,0,0.0,0.0,8,0.0,0.0
